Nombre;Longitud;Latitud;Fecha;SO2;NO;NO2;NOX;PM10;PM25;CO;O3;SH2;BEN;TOL;OXL
SANGRONIZ;-2.930385818;43.29842136;2015-01-01;;3. MEDIO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-10-01;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-30;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-29;5. MUY BAJO;2. ALTO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-28;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-27;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-26;5. MUY BAJO;5. MUY BAJO;2. ALTO;2. ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-25;5. MUY BAJO;3. MEDIO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-24;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-23;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-22;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-21;5. MUY BAJO;3. MEDIO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-20;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-19;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-18;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-17;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;5. MUY BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-16;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;5. MUY BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-15;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-14;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-13;5. MUY BAJO;5. MUY BAJO;3. MEDIO;4. BAJO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-12;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-11;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-10;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-09;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-08;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-07;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-06;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-05;5. MUY BAJO;5. MUY BAJO;2. ALTO;4. BAJO;5. MUY BAJO;5. MUY BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-04;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-03;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-02;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-09-01;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;5. MUY BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-31;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-30;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-29;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-28;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-27;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-26;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-25;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-24;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO;5. MUY BAJO;5. MUY BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-23;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-22;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-21;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-20;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-19;5. MUY BAJO;5. MUY BAJO;2. ALTO;1. MUY ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-18;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-17;5. MUY BAJO;5. MUY BAJO;2. ALTO;2. ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-16;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-15;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-14;5. MUY BAJO;5. MUY BAJO;3. MEDIO;4. BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-13;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-12;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-11;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-10;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-09;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-08;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-07;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-06;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-05;5. MUY BAJO;5. MUY BAJO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-04;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-03;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-02;5. MUY BAJO;5. MUY BAJO;3. MEDIO;4. BAJO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-08-01;5. MUY BAJO;5. MUY BAJO;2. ALTO;4. BAJO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-31;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;4. BAJO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-30;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-29;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-28;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-27;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-26;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-25;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-24;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-23;5. MUY BAJO;5. MUY BAJO;2. ALTO;1. MUY ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-22;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-21;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-20;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-19;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-18;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-17;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-16;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-15;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-14;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-13;5. MUY BAJO;5. MUY BAJO;2. ALTO;1. MUY ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-12;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-11;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-10;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-09;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;4. BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-08;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-07;5. MUY BAJO;5. MUY BAJO;3. MEDIO;4. BAJO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-06;5. MUY BAJO;5. MUY BAJO;2. ALTO;2. ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-05;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-04;5. MUY BAJO;5. MUY BAJO;2. ALTO;4. BAJO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-03;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-02;5. MUY BAJO;5. MUY BAJO;2. ALTO;1. MUY ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-07-01;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-30;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-29;5. MUY BAJO;5. MUY BAJO;;2. ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-28;5. MUY BAJO;5. MUY BAJO;;3. MEDIO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-27;5. MUY BAJO;5. MUY BAJO;;4. BAJO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-26;5. MUY BAJO;5. MUY BAJO;;2. ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-25;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-24;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-23;5. MUY BAJO;5. MUY BAJO;2. ALTO;2. ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-22;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-21;5. MUY BAJO;5. MUY BAJO;3. MEDIO;4. BAJO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-20;5. MUY BAJO;5. MUY BAJO;3. MEDIO;4. BAJO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-19;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-18;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-17;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-16;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-15;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-14;5. MUY BAJO;5. MUY BAJO;2. ALTO;4. BAJO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-13;5. MUY BAJO;5. MUY BAJO;2. ALTO;4. BAJO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-12;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-11;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-10;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-09;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-08;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-07;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-06;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-05;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-04;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;3. MEDIO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-03;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-02;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-06-01;5. MUY BAJO;5. MUY BAJO;2. ALTO;2. ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-31;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-30;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-29;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-28;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-27;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-26;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-25;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-24;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-23;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-22;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-21;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-20;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-19;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-18;5. MUY BAJO;3. MEDIO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-17;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-16;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-15;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-14;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-13;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;3. MEDIO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-12;3. MEDIO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-11;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-10;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-09;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;4. BAJO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-08;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;2. ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-07;5. MUY BAJO;3. MEDIO;1. MUY ALTO;1. MUY ALTO;3. MEDIO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-06;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;3. MEDIO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-05;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-04;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-03;5. MUY BAJO;5. MUY BAJO;2. ALTO;4. BAJO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-02;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-05-01;5. MUY BAJO;5. MUY BAJO;2. ALTO;4. BAJO;5. MUY BAJO;5. MUY BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-04-30;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-04-29;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;1. MUY ALTO;;;;;;
SANTURCE;-3.04256;43.333012;2015-04-28;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;4. BAJO;;;;;;
SANTURCE;-3.04256;43.333012;2015-04-27;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;2. ALTO;5. MUY BAJO;;;;;;;
SANTURCE;-3.04256;43.333012;2015-04-26;5. MUY BAJO;5. MUY BAJO;3. MEDIO;5. MUY BAJO;5. MUY BAJO;;;;;;;
SANTURCE;-3.04256;43.333012;2015-04-25;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO;5. MUY BAJO;;;;;;;
SANTURCE;-3.04256;43.333012;2015-04-24;5. MUY BAJO;2. ALTO;1. MUY ALTO;1. MUY ALTO;3. MEDIO;1. MUY ALTO;;;;;;
